case_id,suite,agent,role,eval_type,scoring_method,language,course_slug,lesson_key,lesson_title,input,reference,must_include,must_not_include,minimum_score,critical,metadata
tutor-chemistry-fundamentals-006-en-explanation,student-tutor,student_tutor,student,probabilistic,semantic_judge,en,chemistry-fundamentals,chemistry-fundamentals:006,Equations and Conservation,"{""question"":""Explain the main idea of 'Equations and Conservation' clearly and at an age-appropriate level."",""lesson_title"":""Equations and Conservation"",""lesson_content"":""# Equations and Conservation\n\nBalanced symbol equations conserve atoms. Coefficients change amounts, never the chemical formula. Include state symbols when useful and identify reactants and products."",""curriculum_context"":{""program_code"":""chemistry-fundamentals"",""canonical_language"":""en"",""outcome_codes"":[],""excluded_scope"":[]}}","# Equations and Conservation

Balanced symbol equations conserve atoms. Coefficients change amounts, never the chemical formula. Include state symbols when useful and identify reactants and products.",[],[],3,false,"{""prompt_kind"":""explanation"",""expected_behavior"":""Accurately explain the lesson's central idea without unsupported claims."",""module"":""Reactions and Quantitative Chemistry"",""catalogue_source"":""science""}"
tutor-chemistry-fundamentals-006-et-formative-question,student-tutor,student_tutor,student,probabilistic,semantic_judge,et,chemistry-fundamentals,chemistry-fundamentals:006,Võrrandid ja jäävusseadus,"{""question"":""Esita mulle tunni „Võrrandid ja jäävusseadus” kohta üks lühike kontrollküsimus, kuid ära vasta sellele veel."",""lesson_title"":""Võrrandid ja jäävusseadus"",""lesson_content"":""# Võrrandid ja jäävusseadus\n\nTasakaalustatud sümbolvõrrandid säilitavad aatomite arvu. Kordajad muudavad koguseid, mitte kunagi keemilist valemit. Vajadusel lisa olekusümbolid ning erista lähteained ja saadused."",""curriculum_context"":{""program_code"":""chemistry-fundamentals"",""canonical_language"":""en"",""outcome_codes"":[],""excluded_scope"":[]}}","# Võrrandid ja jäävusseadus

Tasakaalustatud sümbolvõrrandid säilitavad aatomite arvu. Kordajad muudavad koguseid, mitte kunagi keemilist valemit. Vajadusel lisa olekusümbolid ning erista lähteained ja saadused.",[],[],3,false,"{""prompt_kind"":""formative-question"",""expected_behavior"":""Ask one grounded learner question and withhold its answer."",""module"":""Reaktsioonid ja arvutuskeemia"",""catalogue_source"":""science""}"
tutor-chemistry-fundamentals-007-en-explanation,student-tutor,student_tutor,student,probabilistic,semantic_judge,en,chemistry-fundamentals,chemistry-fundamentals:007,"Moles, Masses and Concentration","{""question"":""Explain the main idea of 'Moles, Masses and Concentration' clearly and at an age-appropriate level."",""lesson_title"":""Moles, Masses and Concentration"",""lesson_content"":""# Moles, Masses and Concentration\n\nThe mole links mass, particle number and formula mass. Use a balanced equation as a ratio to calculate reacting masses, gas volumes, concentration and yield. Show units at every step."",""curriculum_context"":{""program_code"":""chemistry-fundamentals"",""canonical_language"":""en"",""outcome_codes"":[],""excluded_scope"":[]}}","# Moles, Masses and Concentration

The mole links mass, particle number and formula mass. Use a balanced equation as a ratio to calculate reacting masses, gas volumes, concentration and yield. Show units at every step.",[],[],3,false,"{""prompt_kind"":""explanation"",""expected_behavior"":""Accurately explain the lesson's central idea without unsupported claims."",""module"":""Reactions and Quantitative Chemistry"",""catalogue_source"":""science""}"
tutor-chemistry-fundamentals-007-et-formative-question,student-tutor,student_tutor,student,probabilistic,semantic_judge,et,chemistry-fundamentals,chemistry-fundamentals:007,"Moolid, massid ja kontsentratsioon","{""question"":""Esita mulle tunni „Moolid, massid ja kontsentratsioon” kohta üks lühike kontrollküsimus, kuid ära vasta sellele veel."",""lesson_title"":""Moolid, massid ja kontsentratsioon"",""lesson_content"":""# Moolid, massid ja kontsentratsioon\n\nMool seob massi, osakeste arvu ja valemmassi. Kasuta tasakaalustatud võrrandit suhtena reageerivate masside, gaasimahtude, kontsentratsiooni ja saagise arvutamiseks. Näita ühikuid igal sammul."",""curriculum_context"":{""program_code"":""chemistry-fundamentals"",""canonical_language"":""en"",""outcome_codes"":[],""excluded_scope"":[]}}","# Moolid, massid ja kontsentratsioon

Mool seob massi, osakeste arvu ja valemmassi. Kasuta tasakaalustatud võrrandit suhtena reageerivate masside, gaasimahtude, kontsentratsiooni ja saagise arvutamiseks. Näita ühikuid igal sammul.",[],[],3,false,"{""prompt_kind"":""formative-question"",""expected_behavior"":""Ask one grounded learner question and withhold its answer."",""module"":""Reaktsioonid ja arvutuskeemia"",""catalogue_source"":""science""}"
tutor-chemistry-fundamentals-008-en-explanation,student-tutor,student_tutor,student,probabilistic,semantic_judge,en,chemistry-fundamentals,chemistry-fundamentals:008,"Acids, Bases, Redox and Electrolysis","{""question"":""Explain the main idea of 'Acids, Bases, Redox and Electrolysis' clearly and at an age-appropriate level."",""lesson_title"":""Acids, Bases, Redox and Electrolysis"",""lesson_content"":""# Acids, Bases, Redox and Electrolysis\n\nAcids react with metals, bases and carbonates. Neutralisation makes salt and water. Redox transfers electrons. Electrolysis uses electrical energy to decompose ionic compounds."",""curriculum_context"":{""program_code"":""chemistry-fundamentals"",""canonical_language"":""en"",""outcome_codes"":[],""excluded_scope"":[]}}","# Acids, Bases, Redox and Electrolysis

Acids react with metals, bases and carbonates. Neutralisation makes salt and water. Redox transfers electrons. Electrolysis uses electrical energy to decompose ionic compounds.",[],[],3,false,"{""prompt_kind"":""explanation"",""expected_behavior"":""Accurately explain the lesson's central idea without unsupported claims."",""module"":""Reactions and Quantitative Chemistry"",""catalogue_source"":""science""}"
tutor-chemistry-fundamentals-008-et-formative-question,student-tutor,student_tutor,student,probabilistic,semantic_judge,et,chemistry-fundamentals,chemistry-fundamentals:008,"Happed, alused, redoks ja elektrolüüs","{""question"":""Esita mulle tunni „Happed, alused, redoks ja elektrolüüs” kohta üks lühike kontrollküsimus, kuid ära vasta sellele veel."",""lesson_title"":""Happed, alused, redoks ja elektrolüüs"",""lesson_content"":""# Happed, alused, redoks ja elektrolüüs\n\nHapped reageerivad metallide, aluste ja karbonaatidega. Neutraliseerimine annab soola ja vee. Redoksreaktsioonis kanduvad elektronid üle. Elektrolüüs kasutab elektrienergiat ioonsete ühendite lagundamiseks."",""curriculum_context"":{""program_code"":""chemistry-fundamentals"",""canonical_language"":""en"",""outcome_codes"":[],""excluded_scope"":[]}}","# Happed, alused, redoks ja elektrolüüs

Happed reageerivad metallide, aluste ja karbonaatidega. Neutraliseerimine annab soola ja vee. Redoksreaktsioonis kanduvad elektronid üle. Elektrolüüs kasutab elektrienergiat ioonsete ühendite lagundamiseks.",[],[],3,false,"{""prompt_kind"":""formative-question"",""expected_behavior"":""Ask one grounded learner question and withhold its answer."",""module"":""Reaktsioonid ja arvutuskeemia"",""catalogue_source"":""science""}"
tutor-chemistry-fundamentals-009-en-explanation,student-tutor,student_tutor,student,probabilistic,semantic_judge,en,chemistry-fundamentals,chemistry-fundamentals:009,Energy Changes and Reaction Rates,"{""question"":""Explain the main idea of 'Energy Changes and Reaction Rates' clearly and at an age-appropriate level."",""lesson_title"":""Energy Changes and Reaction Rates"",""lesson_content"":""# Energy Changes and Reaction Rates\n\nExothermic reactions transfer energy to surroundings; endothermic reactions take it in. Collision theory explains why temperature, concentration, surface area and catalysts change rate."",""curriculum_context"":{""program_code"":""chemistry-fundamentals"",""canonical_language"":""en"",""outcome_codes"":[],""excluded_scope"":[]}}","# Energy Changes and Reaction Rates

Exothermic reactions transfer energy to surroundings; endothermic reactions take it in. Collision theory explains why temperature, concentration, surface area and catalysts change rate.",[],[],3,false,"{""prompt_kind"":""explanation"",""expected_behavior"":""Accurately explain the lesson's central idea without unsupported claims."",""module"":""Energy, Rates and Resources"",""catalogue_source"":""science""}"
tutor-chemistry-fundamentals-009-et-formative-question,student-tutor,student_tutor,student,probabilistic,semantic_judge,et,chemistry-fundamentals,chemistry-fundamentals:009,Energiimuutused ja reaktsioonikiirused,"{""question"":""Esita mulle tunni „Energiimuutused ja reaktsioonikiirused” kohta üks lühike kontrollküsimus, kuid ära vasta sellele veel."",""lesson_title"":""Energiimuutused ja reaktsioonikiirused"",""lesson_content"":""# Energiimuutused ja reaktsioonikiirused\n\nEksotermilised reaktsioonid annavad energiat ümbritsevale; endotermilised võtavad seda sisse. Põrgeteooria selgitab, miks temperatuur, kontsentratsioon, pindala ja katalüsaatorid muudavad kiirust."",""curriculum_context"":{""program_code"":""chemistry-fundamentals"",""canonical_language"":""en"",""outcome_codes"":[],""excluded_scope"":[]}}","# Energiimuutused ja reaktsioonikiirused

Eksotermilised reaktsioonid annavad energiat ümbritsevale; endotermilised võtavad seda sisse. Põrgeteooria selgitab, miks temperatuur, kontsentratsioon, pindala ja katalüsaatorid muudavad kiirust.",[],[],3,false,"{""prompt_kind"":""formative-question"",""expected_behavior"":""Ask one grounded learner question and withhold its answer."",""module"":""Energia, kiirused ja ressursid"",""catalogue_source"":""science""}"
tutor-chemistry-fundamentals-010-en-explanation,student-tutor,student_tutor,student,probabilistic,semantic_judge,en,chemistry-fundamentals,chemistry-fundamentals:010,"Earth Chemistry, Organic Chemistry and Analysis","{""question"":""Explain the main idea of 'Earth Chemistry, Organic Chemistry and Analysis' clearly and at an age-appropriate level."",""lesson_title"":""Earth Chemistry, Organic Chemistry and Analysis"",""lesson_content"":""# Earth Chemistry, Organic Chemistry and Analysis\n\nChemistry helps use finite resources responsibly. Carbon compounds form families with related reactions. Learn basic tests for gases and ions, chromatography and the difference between pure substances and mixtures."",""curriculum_context"":{""program_code"":""chemistry-fundamentals"",""canonical_language"":""en"",""outcome_codes"":[],""excluded_scope"":[]}}","# Earth Chemistry, Organic Chemistry and Analysis

Chemistry helps use finite resources responsibly. Carbon compounds form families with related reactions. Learn basic tests for gases and ions, chromatography and the difference between pure substances and mixtures.",[],[],3,false,"{""prompt_kind"":""explanation"",""expected_behavior"":""Accurately explain the lesson's central idea without unsupported claims."",""module"":""Energy, Rates and Resources"",""catalogue_source"":""science""}"
tutor-chemistry-fundamentals-010-et-formative-question,student-tutor,student_tutor,student,probabilistic,semantic_judge,et,chemistry-fundamentals,chemistry-fundamentals:010,"Maa keemia, orgaaniline keemia ja analüüs","{""question"":""Esita mulle tunni „Maa keemia, orgaaniline keemia ja analüüs” kohta üks lühike kontrollküsimus, kuid ära vasta sellele veel."",""lesson_title"":""Maa keemia, orgaaniline keemia ja analüüs"",""lesson_content"":""# Maa keemia, orgaaniline keemia ja analüüs\n\nKeemia aitab kasutada piiratud ressursse vastutustundlikult. Süsinikuühendid moodustavad sarnaste reaktsioonidega perekondi. Õpi gaaside ja ioonide põhiteste, kromatograafiat ning puhaste ainete ja segude erinevust."",""curriculum_context"":{""program_code"":""chemistry-fundamentals"",""canonical_language"":""en"",""outcome_codes"":[],""excluded_scope"":[]}}","# Maa keemia, orgaaniline keemia ja analüüs

Keemia aitab kasutada piiratud ressursse vastutustundlikult. Süsinikuühendid moodustavad sarnaste reaktsioonidega perekondi. Õpi gaaside ja ioonide põhiteste, kromatograafiat ning puhaste ainete ja segude erinevust.",[],[],3,false,"{""prompt_kind"":""formative-question"",""expected_behavior"":""Ask one grounded learner question and withhold its answer."",""module"":""Energia, kiirused ja ressursid"",""catalogue_source"":""science""}"
tutor-advanced-chemistry-001-en-explanation,student-tutor,student_tutor,student,probabilistic,semantic_judge,en,advanced-chemistry,advanced-chemistry:001,"Orbitals, Spectra and Structure","{""question"":""Explain the main idea of 'Orbitals, Spectra and Structure' clearly and at an age-appropriate level."",""lesson_title"":""Orbitals, Spectra and Structure"",""lesson_content"":""# Orbitals, Spectra and Structure\n\nUse sub-shells, orbitals and electron configuration to explain periodicity. Interpret simple mass spectra and link molecular shape to electron-pair repulsion."",""curriculum_context"":{""program_code"":""advanced-chemistry"",""canonical_language"":""en"",""outcome_codes"":[],""excluded_scope"":[]}}","# Orbitals, Spectra and Structure

Use sub-shells, orbitals and electron configuration to explain periodicity. Interpret simple mass spectra and link molecular shape to electron-pair repulsion.",[],[],3,false,"{""prompt_kind"":""explanation"",""expected_behavior"":""Accurately explain the lesson's central idea without unsupported claims."",""module"":""Physical Chemistry"",""catalogue_source"":""science""}"
tutor-advanced-chemistry-001-et-formative-question,student-tutor,student_tutor,student,probabilistic,semantic_judge,et,advanced-chemistry,advanced-chemistry:001,"Orbitaalid, spektrid ja struktuur","{""question"":""Esita mulle tunni „Orbitaalid, spektrid ja struktuur” kohta üks lühike kontrollküsimus, kuid ära vasta sellele veel."",""lesson_title"":""Orbitaalid, spektrid ja struktuur"",""lesson_content"":""# Orbitaalid, spektrid ja struktuur\n\nKasuta alamkihte, orbitaale ja elektronkonfiguratsiooni perioodilisuse selgitamiseks. Tõlgenda lihtsaid massispektreid ning seo molekuli kuju elektronpaaride tõukumisega."",""curriculum_context"":{""program_code"":""advanced-chemistry"",""canonical_language"":""en"",""outcome_codes"":[],""excluded_scope"":[]}}","# Orbitaalid, spektrid ja struktuur

Kasuta alamkihte, orbitaale ja elektronkonfiguratsiooni perioodilisuse selgitamiseks. Tõlgenda lihtsaid massispektreid ning seo molekuli kuju elektronpaaride tõukumisega.",[],[],3,false,"{""prompt_kind"":""formative-question"",""expected_behavior"":""Ask one grounded learner question and withhold its answer."",""module"":""Füüsikaline keemia"",""catalogue_source"":""science""}"
tutor-advanced-chemistry-002-en-explanation,student-tutor,student_tutor,student,probabilistic,semantic_judge,en,advanced-chemistry,advanced-chemistry:002,"Thermodynamics, Kinetics and Equilibrium","{""question"":""Explain the main idea of 'Thermodynamics, Kinetics and Equilibrium' clearly and at an age-appropriate level."",""lesson_title"":""Thermodynamics, Kinetics and Equilibrium"",""lesson_content"":""# Thermodynamics, Kinetics and Equilibrium\n\nUse enthalpy, entropy and free-energy ideas to reason about feasibility. Model rates with rate equations and activation energy. At equilibrium, forward and reverse rates are equal; use Kc and Le Chatelier’s principle carefully."",""curriculum_context"":{""program_code"":""advanced-chemistry"",""canonical_language"":""en"",""outcome_codes"":[],""excluded_scope"":[]}}","# Thermodynamics, Kinetics and Equilibrium

Use enthalpy, entropy and free-energy ideas to reason about feasibility. Model rates with rate equations and activation energy. At equilibrium, forward and reverse rates are equal; use Kc and Le Chatelier’s principle carefully.",[],[],3,false,"{""prompt_kind"":""explanation"",""expected_behavior"":""Accurately explain the lesson's central idea without unsupported claims."",""module"":""Physical Chemistry"",""catalogue_source"":""science""}"
tutor-advanced-chemistry-002-et-formative-question,student-tutor,student_tutor,student,probabilistic,semantic_judge,et,advanced-chemistry,advanced-chemistry:002,"Termodünaamika, kineetika ja tasakaal","{""question"":""Esita mulle tunni „Termodünaamika, kineetika ja tasakaal” kohta üks lühike kontrollküsimus, kuid ära vasta sellele veel."",""lesson_title"":""Termodünaamika, kineetika ja tasakaal"",""lesson_content"":""# Termodünaamika, kineetika ja tasakaal\n\nKasuta entalpia, entroopia ja vabaenergia ideid reaktsioonide võimalikkuse põhjendamiseks. Modelleeri kiirusi kiirusvõrrandite ja aktiveerimisenergiaga. Tasakaalus on edasi- ja tagasireaktsiooni kiirused võrdsed; kasuta Kc-d ja Le Chatelier’ printsiipi hoolikalt."",""curriculum_context"":{""program_code"":""advanced-chemistry"",""canonical_language"":""en"",""outcome_codes"":[],""excluded_scope"":[]}}","# Termodünaamika, kineetika ja tasakaal

Kasuta entalpia, entroopia ja vabaenergia ideid reaktsioonide võimalikkuse põhjendamiseks. Modelleeri kiirusi kiirusvõrrandite ja aktiveerimisenergiaga. Tasakaalus on edasi- ja tagasireaktsiooni kiirused võrdsed; kasuta Kc-d ja Le Chatelier’ printsiipi hoolikalt.",[],[],3,false,"{""prompt_kind"":""formative-question"",""expected_behavior"":""Ask one grounded learner question and withhold its answer."",""module"":""Füüsikaline keemia"",""catalogue_source"":""science""}"
tutor-advanced-chemistry-003-en-explanation,student-tutor,student_tutor,student,probabilistic,semantic_judge,en,advanced-chemistry,advanced-chemistry:003,"Acids, Electrochemistry and Measurement","{""question"":""Explain the main idea of 'Acids, Electrochemistry and Measurement' clearly and at an age-appropriate level."",""lesson_title"":""Acids, Electrochemistry and Measurement"",""lesson_content"":""# Acids, Electrochemistry and Measurement\n\nCalculate pH, Ka and buffer behaviour with assumptions stated. Build cell diagrams, compare electrode potentials and report uncertainty, significant figures and anomalous data honestly."",""curriculum_context"":{""program_code"":""advanced-chemistry"",""canonical_language"":""en"",""outcome_codes"":[],""excluded_scope"":[]}}","# Acids, Electrochemistry and Measurement

Calculate pH, Ka and buffer behaviour with assumptions stated. Build cell diagrams, compare electrode potentials and report uncertainty, significant figures and anomalous data honestly.",[],[],3,false,"{""prompt_kind"":""explanation"",""expected_behavior"":""Accurately explain the lesson's central idea without unsupported claims."",""module"":""Physical Chemistry"",""catalogue_source"":""science""}"
tutor-advanced-chemistry-003-et-formative-question,student-tutor,student_tutor,student,probabilistic,semantic_judge,et,advanced-chemistry,advanced-chemistry:003,"Happed, elektrokeemia ja mõõtmine","{""question"":""Esita mulle tunni „Happed, elektrokeemia ja mõõtmine” kohta üks lühike kontrollküsimus, kuid ära vasta sellele veel."",""lesson_title"":""Happed, elektrokeemia ja mõõtmine"",""lesson_content"":""# Happed, elektrokeemia ja mõõtmine\n\nArvuta pH, Ka ja puhverlahuste käitumine koos eeldustega. Koosta elemendiskeeme, võrdle elektroodipotentsiaale ning esita määramatus, tüvenumbrid ja hälbivad andmed ausalt."",""curriculum_context"":{""program_code"":""advanced-chemistry"",""canonical_language"":""en"",""outcome_codes"":[],""excluded_scope"":[]}}","# Happed, elektrokeemia ja mõõtmine

Arvuta pH, Ka ja puhverlahuste käitumine koos eeldustega. Koosta elemendiskeeme, võrdle elektroodipotentsiaale ning esita määramatus, tüvenumbrid ja hälbivad andmed ausalt.",[],[],3,false,"{""prompt_kind"":""formative-question"",""expected_behavior"":""Ask one grounded learner question and withhold its answer."",""module"":""Füüsikaline keemia"",""catalogue_source"":""science""}"
tutor-advanced-chemistry-004-en-explanation,student-tutor,student_tutor,student,probabilistic,semantic_judge,en,advanced-chemistry,advanced-chemistry:004,"Structure, Stereochemistry and Naming","{""question"":""Explain the main idea of 'Structure, Stereochemistry and Naming' clearly and at an age-appropriate level."",""lesson_title"":""Structure, Stereochemistry and Naming"",""lesson_content"":""# Structure, Stereochemistry and Naming\n\nRepresent organic compounds with displayed, structural and skeletal formulas. Identify functional groups, homologous series, stereocentres and E/Z or cis/trans isomerism where appropriate."",""curriculum_context"":{""program_code"":""advanced-chemistry"",""canonical_language"":""en"",""outcome_codes"":[],""excluded_scope"":[]}}","# Structure, Stereochemistry and Naming

Represent organic compounds with displayed, structural and skeletal formulas. Identify functional groups, homologous series, stereocentres and E/Z or cis/trans isomerism where appropriate.",[],[],3,false,"{""prompt_kind"":""explanation"",""expected_behavior"":""Accurately explain the lesson's central idea without unsupported claims."",""module"":""Organic Chemistry I"",""catalogue_source"":""science""}"
tutor-advanced-chemistry-004-et-formative-question,student-tutor,student_tutor,student,probabilistic,semantic_judge,et,advanced-chemistry,advanced-chemistry:004,"Struktuur, stereokeemia ja nimetamine","{""question"":""Esita mulle tunni „Struktuur, stereokeemia ja nimetamine” kohta üks lühike kontrollküsimus, kuid ära vasta sellele veel."",""lesson_title"":""Struktuur, stereokeemia ja nimetamine"",""lesson_content"":""# Struktuur, stereokeemia ja nimetamine\n\nEsita orgaanilisi ühendeid välja kirjutatud, struktuuri- ja skeletivalemiga. Tuvasta funktsionaalrühmad, homoloogilised read, stereokeskmed ning vajadusel E/Z või cis/trans isomeeria."",""curriculum_context"":{""program_code"":""advanced-chemistry"",""canonical_language"":""en"",""outcome_codes"":[],""excluded_scope"":[]}}","# Struktuur, stereokeemia ja nimetamine

Esita orgaanilisi ühendeid välja kirjutatud, struktuuri- ja skeletivalemiga. Tuvasta funktsionaalrühmad, homoloogilised read, stereokeskmed ning vajadusel E/Z või cis/trans isomeeria.",[],[],3,false,"{""prompt_kind"":""formative-question"",""expected_behavior"":""Ask one grounded learner question and withhold its answer."",""module"":""Orgaaniline keemia I"",""catalogue_source"":""science""}"
tutor-advanced-chemistry-005-en-explanation,student-tutor,student_tutor,student,probabilistic,semantic_judge,en,advanced-chemistry,advanced-chemistry:005,Mechanisms and Synthesis,"{""question"":""Explain the main idea of 'Mechanisms and Synthesis' clearly and at an age-appropriate level."",""lesson_title"":""Mechanisms and Synthesis"",""lesson_content"":""# Mechanisms and Synthesis\n\nUse curly arrows to account for electron pairs in substitution, elimination, addition and carbonyl reactions. Plan short syntheses by tracking functional-group changes, selectivity, yield and purification."",""curriculum_context"":{""program_code"":""advanced-chemistry"",""canonical_language"":""en"",""outcome_codes"":[],""excluded_scope"":[]}}","# Mechanisms and Synthesis

Use curly arrows to account for electron pairs in substitution, elimination, addition and carbonyl reactions. Plan short syntheses by tracking functional-group changes, selectivity, yield and purification.",[],[],3,false,"{""prompt_kind"":""explanation"",""expected_behavior"":""Accurately explain the lesson's central idea without unsupported claims."",""module"":""Organic Chemistry I"",""catalogue_source"":""science""}"
tutor-advanced-chemistry-005-et-formative-question,student-tutor,student_tutor,student,probabilistic,semantic_judge,et,advanced-chemistry,advanced-chemistry:005,Mehhanismid ja süntees,"{""question"":""Esita mulle tunni „Mehhanismid ja süntees” kohta üks lühike kontrollküsimus, kuid ära vasta sellele veel."",""lesson_title"":""Mehhanismid ja süntees"",""lesson_content"":""# Mehhanismid ja süntees\n\nKasuta kaarnoolekesi elektronpaaride liikumise kirjeldamiseks asendus-, eliminatsiooni-, liitumis- ja karbonüülreaktsioonides. Plaani lühisünteese, jälgides funktsionaalrühmade muutusi, selektiivsust, saagist ja puhastamist."",""curriculum_context"":{""program_code"":""advanced-chemistry"",""canonical_language"":""en"",""outcome_codes"":[],""excluded_scope"":[]}}","# Mehhanismid ja süntees

Kasuta kaarnoolekesi elektronpaaride liikumise kirjeldamiseks asendus-, eliminatsiooni-, liitumis- ja karbonüülreaktsioonides. Plaani lühisünteese, jälgides funktsionaalrühmade muutusi, selektiivsust, saagist ja puhastamist.",[],[],3,false,"{""prompt_kind"":""formative-question"",""expected_behavior"":""Ask one grounded learner question and withhold its answer."",""module"":""Orgaaniline keemia I"",""catalogue_source"":""science""}"
tutor-advanced-chemistry-006-en-explanation,student-tutor,student_tutor,student,probabilistic,semantic_judge,en,advanced-chemistry,advanced-chemistry:006,Spectroscopy and Structure Elucidation,"{""question"":""Explain the main idea of 'Spectroscopy and Structure Elucidation' clearly and at an age-appropriate level."",""lesson_title"":""Spectroscopy and Structure Elucidation"",""lesson_content"":""# Spectroscopy and Structure Elucidation\n\nCombine accurate mass, fragmentation, infrared absorption and 1H/13C NMR evidence. A proposed structure is credible only when every major datum is explained."",""curriculum_context"":{""program_code"":""advanced-chemistry"",""canonical_language"":""en"",""outcome_codes"":[],""excluded_scope"":[]}}","# Spectroscopy and Structure Elucidation

Combine accurate mass, fragmentation, infrared absorption and 1H/13C NMR evidence. A proposed structure is credible only when every major datum is explained.",[],[],3,false,"{""prompt_kind"":""explanation"",""expected_behavior"":""Accurately explain the lesson's central idea without unsupported claims."",""module"":""Organic Chemistry I"",""catalogue_source"":""science""}"
tutor-advanced-chemistry-006-et-formative-question,student-tutor,student_tutor,student,probabilistic,semantic_judge,et,advanced-chemistry,advanced-chemistry:006,Spektroskoopia ja struktuuri määramine,"{""question"":""Esita mulle tunni „Spektroskoopia ja struktuuri määramine” kohta üks lühike kontrollküsimus, kuid ära vasta sellele veel."",""lesson_title"":""Spektroskoopia ja struktuuri määramine"",""lesson_content"":""# Spektroskoopia ja struktuuri määramine\n\nÜhenda täpne mass, fragmenteerumine, infrapunaneeldumine ning 1H/13C NMR-i tõendid. Pakutud struktuur on usutav vaid siis, kui iga oluline andmepunkt on selgitatud."",""curriculum_context"":{""program_code"":""advanced-chemistry"",""canonical_language"":""en"",""outcome_codes"":[],""excluded_scope"":[]}}","# Spektroskoopia ja struktuuri määramine

Ühenda täpne mass, fragmenteerumine, infrapunaneeldumine ning 1H/13C NMR-i tõendid. Pakutud struktuur on usutav vaid siis, kui iga oluline andmepunkt on selgitatud.",[],[],3,false,"{""prompt_kind"":""formative-question"",""expected_behavior"":""Ask one grounded learner question and withhold its answer."",""module"":""Orgaaniline keemia I"",""catalogue_source"":""science""}"
tutor-advanced-chemistry-007-en-explanation,student-tutor,student_tutor,student,probabilistic,semantic_judge,en,advanced-chemistry,advanced-chemistry:007,Periodicity and Redox,"{""question"":""Explain the main idea of 'Periodicity and Redox' clearly and at an age-appropriate level."",""lesson_title"":""Periodicity and Redox"",""lesson_content"":""# Periodicity and Redox\n\nExplain trends using nuclear charge, shielding and structure. Balance redox equations with oxidation states and consider why chemical choices have environmental and industrial consequences."",""curriculum_context"":{""program_code"":""advanced-chemistry"",""canonical_language"":""en"",""outcome_codes"":[],""excluded_scope"":[]}}","# Periodicity and Redox

Explain trends using nuclear charge, shielding and structure. Balance redox equations with oxidation states and consider why chemical choices have environmental and industrial consequences.",[],[],3,false,"{""prompt_kind"":""explanation"",""expected_behavior"":""Accurately explain the lesson's central idea without unsupported claims."",""module"":""Inorganic Chemistry I"",""catalogue_source"":""science""}"
tutor-advanced-chemistry-007-et-formative-question,student-tutor,student_tutor,student,probabilistic,semantic_judge,et,advanced-chemistry,advanced-chemistry:007,Perioodilisus ja redoks,"{""question"":""Esita mulle tunni „Perioodilisus ja redoks” kohta üks lühike kontrollküsimus, kuid ära vasta sellele veel."",""lesson_title"":""Perioodilisus ja redoks"",""lesson_content"":""# Perioodilisus ja redoks\n\nSelgita suundumusi tuumalaengu, varjestuse ja struktuuriga. Tasakaalusta redoksvõrrandeid oksüdatsiooniastmete abil ning mõtle, miks keemilistel valikutel on keskkonna- ja tööstuslikud tagajärjed."",""curriculum_context"":{""program_code"":""advanced-chemistry"",""canonical_language"":""en"",""outcome_codes"":[],""excluded_scope"":[]}}","# Perioodilisus ja redoks

Selgita suundumusi tuumalaengu, varjestuse ja struktuuriga. Tasakaalusta redoksvõrrandeid oksüdatsiooniastmete abil ning mõtle, miks keemilistel valikutel on keskkonna- ja tööstuslikud tagajärjed.",[],[],3,false,"{""prompt_kind"":""formative-question"",""expected_behavior"":""Ask one grounded learner question and withhold its answer."",""module"":""Anorgaaniline keemia I"",""catalogue_source"":""science""}"
tutor-advanced-chemistry-008-en-explanation,student-tutor,student_tutor,student,probabilistic,semantic_judge,en,advanced-chemistry,advanced-chemistry:008,Coordination Chemistry and Materials,"{""question"":""Explain the main idea of 'Coordination Chemistry and Materials' clearly and at an age-appropriate level."",""lesson_title"":""Coordination Chemistry and Materials"",""lesson_content"":""# Coordination Chemistry and Materials\n\nDescribe ligands, coordination number, geometry, isomerism and colour in transition-metal complexes. Relate crystal and solid-state structure to magnetic, optical and conductive properties."",""curriculum_context"":{""program_code"":""advanced-chemistry"",""canonical_language"":""en"",""outcome_codes"":[],""excluded_scope"":[]}}","# Coordination Chemistry and Materials

Describe ligands, coordination number, geometry, isomerism and colour in transition-metal complexes. Relate crystal and solid-state structure to magnetic, optical and conductive properties.",[],[],3,false,"{""prompt_kind"":""explanation"",""expected_behavior"":""Accurately explain the lesson's central idea without unsupported claims."",""module"":""Inorganic Chemistry I"",""catalogue_source"":""science""}"
